CAS,name,Purity,Density g/ml,V/ul,loading solvent,Volume of loading solvent/ul,PE/EA,Flow mL/min,Ending time,column_specs,t1,t2,smiles,verified t1,verified t2
619-44-3,Methyl 4-iodobenzoate,0.98,2.02,150,DCM,600,2/1,10,2023-08-31_10-58-08.xlsx,Silica-CS 4g,623,1834,COC(=O)C1=CC=C(C=C1)I,623,1834
619-44-3,Methyl 4-iodobenzoate,0.98,2.02,100,DCM,600,5/1,10,2023-08-31_11-53-08.xlsx,Silica-CS 4g,599,1818,COC(=O)C1=CC=C(C=C1)I,599,1818
619-44-3,Methyl 4-iodobenzoate,0.98,2.02,150,DCM,600,5/1,10,2023-08-31_11-57-39.xlsx,Silica-CS 4g,585,1890,COC(=O)C1=CC=C(C=C1)I,585,1890
619-44-3,Methyl 4-iodobenzoate,0.98,2.02,50,DCM,600,10/1,10,2023-08-31_12-02-21.xlsx,Silica-CS 4g,745,1754,COC(=O)C1=CC=C(C=C1)I,745,1754
619-44-3,Methyl 4-iodobenzoate,0.98,2.02,100,DCM,600,10/1,10,2023-08-31_12-07-02.xlsx,Silica-CS 4g,599,1954,COC(=O)C1=CC=C(C=C1)I,599,1954
619-44-3,Methyl 4-iodobenzoate,0.98,2.02,150,DCM,600,10/1,10,2023-08-31_13-06-54.xlsx,Silica-CS 4g,695,2128,COC(=O)C1=CC=C(C=C1)I,695,2128
619-44-3,Methyl 4-iodobenzoate,0.98,2.02,50,DCM,600,20/1,10,2023-08-31_13-12-50.xlsx,Silica-CS 4g,633,2362,COC(=O)C1=CC=C(C=C1)I,633,2362
619-44-3,Methyl 4-iodobenzoate,0.98,2.02,100,DCM,600,20/1,10,2023-08-31_13-18-07.xlsx,Silica-CS 4g,637,2304,COC(=O)C1=CC=C(C=C1)I,637,2304
619-44-3,Methyl 4-iodobenzoate,0.98,2.02,150,DCM,600,20/1,10,2023-08-31_13-23-43.xlsx,Silica-CS 4g,612,2526,COC(=O)C1=CC=C(C=C1)I,612,2526
619-44-3,Methyl 4-iodobenzoate,0.98,2.02,50,DCM,600,50/1,10,2023-08-31_13-39-15.xlsx,Silica-CS 4g,586,2717,COC(=O)C1=CC=C(C=C1)I,586,2717
619-44-3,Methyl 4-iodobenzoate,0.98,2.02,100,DCM,600,50/1,10,2023-08-31_13-46-12.xlsx,Silica-CS 4g,619,3326,COC(=O)C1=CC=C(C=C1)I,619,3326
619-44-3,Methyl 4-iodobenzoate,0.98,2.02,150,DCM,600,50/1,10,2023-08-31_13-53-29.xlsx,Silica-CS 4g,610,3521,COC(=O)C1=CC=C(C=C1)I,610,3521
100-27-6,4-Nitrobenzeneethanol,0.98,1.2917,50,DCM,600,0/1,10,2023-08-31_15-35-27.xlsx,Silica-CS 4g,1007,2078,C1=CC(=CC=C1CCO)[N+](=O)[O-],1007,2078
100-27-6,4-Nitrobenzeneethanol,0.98,1.2917,100,DCM,600,0/1,10,2023-08-31_15-40-08.xlsx,Silica-CS 4g,801,1984,C1=CC(=CC=C1CCO)[N+](=O)[O-],801,1984
100-27-6,4-Nitrobenzeneethanol,0.98,1.2917,150,DCM,600,0/1,10,2023-08-31_15-52-14.xlsx,Silica-CS 4g,684,1967,C1=CC(=CC=C1CCO)[N+](=O)[O-],684,1967
100-27-6,4-Nitrobenzeneethanol,0.98,1.2917,50,DCM,600,1/1,10,2023-08-31_16-02-04.xlsx,Silica-CS 4g,1818,4488,C1=CC(=CC=C1CCO)[N+](=O)[O-],1818,4488
100-27-6,4-Nitrobenzeneethanol,0.98,1.2917,100,DCM,600,1/1,10,2023-08-31_16-11-12.xlsx,Silica-CS 4g,1626,4590,C1=CC(=CC=C1CCO)[N+](=O)[O-],1626,4590
100-27-6,4-Nitrobenzeneethanol,0.98,1.2917,150,DCM,600,1/1,10,2023-08-31_16-51-04.xlsx,Silica-CS 4g,1343,4562,C1=CC(=CC=C1CCO)[N+](=O)[O-],1343,4562
100-27-6,4-Nitrobenzeneethanol,0.98,1.2917,50,DCM,600,2/1,10,2023-08-31_17-17-38.xlsx,Silica-CS 4g,4066,8933,C1=CC(=CC=C1CCO)[N+](=O)[O-],4066,8933
100-27-6,4-Nitrobenzeneethanol,0.98,1.2917,100,DCM,600,2/1,10,2023-08-31_17-33-07.xlsx,Silica-CS 4g,2926,8350,C1=CC(=CC=C1CCO)[N+](=O)[O-],2926,8350
100-27-6,4-Nitrobenzeneethanol,0.98,1.2917,150,DCM,600,2/1,10,2023-08-31_17-48-17.xlsx,Silica-CS 4g,2358,8162,C1=CC(=CC=C1CCO)[N+](=O)[O-],2358,8162
100-27-6,4-Nitrobenzeneethanol,0.98,1.2917,50,DCM,600,5/1,10,2023-08-31_18-35-46.xlsx,Silica-CS 4g,12320,27107,C1=CC(=CC=C1CCO)[N+](=O)[O-],12320,27107
99-92-3,4-Aminoacetophenone,0.98,0.77,50,DCM,900,0/1,10,2023-08-31_19-49-21.xlsx,Silica-CS 4g,762,1231,CC(=O)C1=CC=C(C=C1)N,762,1231
99-92-3,4-Aminoacetophenone,0.98,0.77,100,DCM,900,0/1,10,2023-08-31_19-52-52.xlsx,Silica-CS 4g,738,1266,CC(=O)C1=CC=C(C=C1)N,738,1266
99-92-3,4-Aminoacetophenone,0.98,0.77,150,DCM,900,0/1,10,2023-08-31_19-56-28.xlsx,Silica-CS 4g,729,1307,CC(=O)C1=CC=C(C=C1)N,729,1307
99-92-3,4-Aminoacetophenone,0.98,0.77,50,DCM,900,1/1,10,2023-08-31_20-02-29.xlsx,Silica-CS 4g,1402,2560,CC(=O)C1=CC=C(C=C1)N,1402,2560
99-92-3,4-Aminoacetophenone,0.98,0.77,100,DCM,900,1/1,10,2023-08-31_20-08-11.xlsx,Silica-CS 4g,1364,2558,CC(=O)C1=CC=C(C=C1)N,1364,2558
99-92-3,4-Aminoacetophenone,0.98,0.77,150,DCM,900,1/1,10,2023-08-31_20-24-02.xlsx,Silica-CS 4g,1270,2636,CC(=O)C1=CC=C(C=C1)N,1270,2636
99-92-3,4-Aminoacetophenone,0.98,0.77,50,DCM,900,2/1,10,2023-08-31_21-30-22.xlsx,Silica-CS 4g,2810,4732,CC(=O)C1=CC=C(C=C1)N,2810,4732
99-92-3,4-Aminoacetophenone,0.98,0.77,100,DCM,900,2/1,10,2023-08-31_21-39-50.xlsx,Silica-CS 4g,2678,4783,CC(=O)C1=CC=C(C=C1)N,2678,4783
99-92-3,4-Aminoacetophenone,0.98,0.77,150,DCM,900,2/1,10,2023-08-31_21-49-28.xlsx,Silica-CS 4g,2626,4913,CC(=O)C1=CC=C(C=C1)N,2626,4913
99-92-3,4-Aminoacetophenone,0.98,0.77,100,DCM,900,5/1,10,2023-08-31_23-09-20.xlsx,Silica-CS 4g,9908,16408,CC(=O)C1=CC=C(C=C1)N,9908,16408
99-92-3,4-Aminoacetophenone,0.98,0.77,150,DCM,900,5/1,10,2023-08-31_23-40-45.xlsx,Silica-CS 4g,9954,17680,CC(=O)C1=CC=C(C=C1)N,9954,17680
540-38-5,4-Iodophenol,0.98,1.8573,50,DCM,700,0/1,10,2023-09-01_10-39-48.xlsx,Silica-CS 4g,474,933,C1=CC(=CC=C1O)I,474,933
540-38-5,4-Iodophenol,0.98,1.8573,100,DCM,700,0/1,10,2023-09-01_10-42-44.xlsx,Silica-CS 4g,538,931,C1=CC(=CC=C1O)I,538,931
540-38-5,4-Iodophenol,0.98,1.8573,150,DCM,700,0/1,10,2023-09-01_10-45-49.xlsx,Silica-CS 4g,518,1006,C1=CC(=CC=C1O)I,518,1006
540-38-5,4-Iodophenol,0.98,1.8573,50,DCM,700,1/1,10,2023-09-01_10-49-30.xlsx,Silica-CS 4g,731,1171,C1=CC(=CC=C1O)I,731,1171
540-38-5,4-Iodophenol,0.98,1.8573,100,DCM,700,1/1,10,2023-09-01_10-52-46.xlsx,Silica-CS 4g,583,1137,C1=CC(=CC=C1O)I,583,1137
540-38-5,4-Iodophenol,0.98,1.8573,150,DCM,700,1/1,10,2023-09-01_10-56-02.xlsx,Silica-CS 4g,578,1134,C1=CC(=CC=C1O)I,578,1134
540-38-5,4-Iodophenol,0.98,1.8573,50,DCM,700,2/1,10,2023-09-01_11-00-03.xlsx,Silica-CS 4g,795,1395,C1=CC(=CC=C1O)I,795,1395
540-38-5,4-Iodophenol,0.98,1.8573,100,DCM,700,2/1,10,2023-09-01_11-03-34.xlsx,Silica-CS 4g,705,1296,C1=CC(=CC=C1O)I,705,1296
540-38-5,4-Iodophenol,0.98,1.8573,150,DCM,700,2/1,10,2023-09-01_11-07-10.xlsx,Silica-CS 4g,610,1311,C1=CC(=CC=C1O)I,610,1311
540-38-5,4-Iodophenol,0.98,1.8573,50,DCM,700,5/1,10,2023-09-01_11-12-11.xlsx,Silica-CS 4g,1129,1981,C1=CC(=CC=C1O)I,1129,1981
540-38-5,4-Iodophenol,0.98,1.8573,100,DCM,700,5/1,10,2023-09-01_11-16-47.xlsx,Silica-CS 4g,1039,1943,C1=CC(=CC=C1O)I,1039,1943
540-38-5,4-Iodophenol,0.98,1.8573,150,DCM,700,5/1,10,2023-09-01_11-21-29.xlsx,Silica-CS 4g,1083,1999,C1=CC(=CC=C1O)I,1083,1999
540-38-5,4-Iodophenol,0.98,1.8573,50,DCM,700,10/1,10,2023-09-01_11-28-40.xlsx,Silica-CS 4g,1982,3289,C1=CC(=CC=C1O)I,1982,3289
540-38-5,4-Iodophenol,0.98,1.8573,100,DCM,700,10/1,10,2023-09-01_11-35-27.xlsx,Silica-CS 4g,1669,3236,C1=CC(=CC=C1O)I,1669,3236
540-38-5,4-Iodophenol,0.98,1.8573,150,DCM,700,10/1,10,2023-09-01_11-42-14.xlsx,Silica-CS 4g,1555,3222,C1=CC(=CC=C1O)I,1555,3222
540-38-5,4-Iodophenol,0.98,1.8573,50,DCM,700,20/1,10,2023-09-01_11-53-52.xlsx,Silica-CS 4g,3823,5913,C1=CC(=CC=C1O)I,3823,5913
540-38-5,4-Iodophenol,0.98,1.8573,100,DCM,700,20/1,10,2023-09-01_12-05-11.xlsx,Silica-CS 4g,3152,5892,C1=CC(=CC=C1O)I,3152,5892
540-38-5,4-Iodophenol,0.98,1.8573,150,DCM,700,20/1,10,2023-09-01_12-16-24.xlsx,Silica-CS 4g,2811,5847,C1=CC(=CC=C1O)I,2811,5847
540-38-5,4-Iodophenol,0.98,1.8573,50,DCM,700,50/1,10,2023-09-01_12-40-06.xlsx,Silica-CS 4g,9315,13098,C1=CC(=CC=C1O)I,9315,13098
540-38-5,4-Iodophenol,0.98,1.8573,100,DCM,700,50/1,10,2023-09-01_13-02-18.xlsx,Silica-CS 4g,7321,12280,C1=CC(=CC=C1O)I,7321,12280
540-38-5,4-Iodophenol,0.98,1.8573,150,DCM,700,50/1,10,2023-09-01_13-23-34.xlsx,Silica-CS 4g,6339,11751,C1=CC(=CC=C1O)I,6339,11751
585-79-5,3-Bromonitrobenzene,0.98,1.7,50,DCM,400,0/1,10,2023-09-01_15-01-48.xlsx,Silica-CS 4g,452,1183,C1=CC(=CC(=C1)Br)[N+](=O)[O-],452,1183
585-79-5,3-Bromonitrobenzene,0.98,1.7,100,DCM,400,0/1,10,2023-09-01_15-05-09.xlsx,Silica-CS 4g,475,1182,C1=CC(=CC(=C1)Br)[N+](=O)[O-],475,1182
585-79-5,3-Bromonitrobenzene,0.98,1.7,150,DCM,400,0/1,10,2023-09-01_15-18-31.xlsx,Silica-CS 4g,482,1188,C1=CC(=CC(=C1)Br)[N+](=O)[O-],482,1188
585-79-5,3-Bromonitrobenzene,0.98,1.7,50,DCM,400,1/1,10,2023-09-01_15-22-30.xlsx,Silica-CS 4g,449,992,C1=CC(=CC(=C1)Br)[N+](=O)[O-],449,992
585-79-5,3-Bromonitrobenzene,0.98,1.7,100,DCM,400,1/1,10,2023-09-01_15-25-57.xlsx,Silica-CS 4g,515,1209,C1=CC(=CC(=C1)Br)[N+](=O)[O-],515,1209
585-79-5,3-Bromonitrobenzene,0.98,1.7,150,DCM,400,1/1,10,2023-09-01_15-40-39.xlsx,Silica-CS 4g,533,1368,C1=CC(=CC(=C1)Br)[N+](=O)[O-],533,1368
585-79-5,3-Bromonitrobenzene,0.98,1.7,50,DCM,400,2/1,10,2023-09-01_15-44-31.xlsx,Silica-CS 4g,497,1176,C1=CC(=CC(=C1)Br)[N+](=O)[O-],497,1176
585-79-5,3-Bromonitrobenzene,0.98,1.7,100,DCM,400,2/1,10,2023-09-01_15-48-12.xlsx,Silica-CS 4g,559,1362,C1=CC(=CC(=C1)Br)[N+](=O)[O-],559,1362
585-79-5,3-Bromonitrobenzene,0.98,1.7,150,DCM,400,2/1,10,2023-09-01_16-02-35.xlsx,Silica-CS 4g,490,1445,C1=CC(=CC(=C1)Br)[N+](=O)[O-],490,1445
585-79-5,3-Bromonitrobenzene,0.98,1.7,50,DCM,400,5/1,10,2023-09-01_16-07-25.xlsx,Silica-CS 4g,542,1321,C1=CC(=CC(=C1)Br)[N+](=O)[O-],542,1321
585-79-5,3-Bromonitrobenzene,0.98,1.7,100,DCM,400,5/1,10,2023-09-01_16-11-31.xlsx,Silica-CS 4g,583,1603,C1=CC(=CC(=C1)Br)[N+](=O)[O-],583,1603
585-79-5,3-Bromonitrobenzene,0.98,1.7,150,DCM,400,5/1,10,2023-09-01_16-15-47.xlsx,Silica-CS 4g,592,1711,C1=CC(=CC(=C1)Br)[N+](=O)[O-],592,1711
585-79-5,3-Bromonitrobenzene,0.98,1.7,50,DCM,400,10/1,10,2023-09-01_16-20-28.xlsx,Silica-CS 4g,764,1773,C1=CC(=CC(=C1)Br)[N+](=O)[O-],764,1773
585-79-5,3-Bromonitrobenzene,0.98,1.7,100,DCM,400,10/1,10,2023-09-01_16-24-59.xlsx,Silica-CS 4g,611,1860,C1=CC(=CC(=C1)Br)[N+](=O)[O-],611,1860
585-79-5,3-Bromonitrobenzene,0.98,1.7,150,DCM,400,10/1,10,2023-09-01_16-29-41.xlsx,Silica-CS 4g,619,1959,C1=CC(=CC(=C1)Br)[N+](=O)[O-],619,1959
585-79-5,3-Bromonitrobenzene,0.98,1.7,50,DCM,400,20/1,10,2023-09-01_16-34-47.xlsx,Silica-CS 4g,769,2046,C1=CC(=CC(=C1)Br)[N+](=O)[O-],769,2046
585-79-5,3-Bromonitrobenzene,0.98,1.7,100,DCM,400,20/1,10,2023-09-01_16-39-43.xlsx,Silica-CS 4g,625,2136,C1=CC(=CC(=C1)Br)[N+](=O)[O-],625,2136
585-79-5,3-Bromonitrobenzene,0.98,1.7,150,DCM,400,20/1,10,2023-09-01_16-44-55.xlsx,Silica-CS 4g,624,2257,C1=CC(=CC(=C1)Br)[N+](=O)[O-],624,2257
585-79-5,3-Bromonitrobenzene,0.98,1.7,50,DCM,400,50/1,10,2023-09-01_16-50-41.xlsx,Silica-CS 4g,777,2403,C1=CC(=CC(=C1)Br)[N+](=O)[O-],777,2403
585-79-5,3-Bromonitrobenzene,0.98,1.7,100,DCM,400,50/1,10,2023-09-01_16-56-13.xlsx,Silica-CS 4g,638,2450,C1=CC(=CC(=C1)Br)[N+](=O)[O-],638,2450
585-79-5,3-Bromonitrobenzene,0.98,1.7,150,DCM,400,50/1,10,2023-09-01_17-02-34.xlsx,Silica-CS 4g,636,2965,C1=CC(=CC(=C1)Br)[N+](=O)[O-],636,2965
486-25-9,9-Fluorenone,0.98,0.9,50,DCM,300,0/1,10,2023-09-01_17-36-38.xlsx,Silica-CS 4g,423,2225,C1=CC=C2C(=C1)C3=CC=CC=C3C2=O,423,2225
486-25-9,9-Fluorenone,0.98,0.9,100,DCM,300,0/1,10,2023-09-01_17-41-54.xlsx,Silica-CS 4g,454,2303,C1=CC=C2C(=C1)C3=CC=CC=C3C2=O,454,2303
486-25-9,9-Fluorenone,0.98,0.9,150,DCM,300,0/1,10,2023-09-01_17-47-21.xlsx,Silica-CS 4g,453,2449,C1=CC=C2C(=C1)C3=CC=CC=C3C2=O,453,2449
486-25-9,9-Fluorenone,0.98,0.9,50,DCM,300,1/1,10,2023-09-01_17-51-27.xlsx,Silica-CS 4g,612,1416,C1=CC=C2C(=C1)C3=CC=CC=C3C2=O,612,1416
486-25-9,9-Fluorenone,0.98,0.9,100,DCM,300,1/1,10,2023-09-01_17-56-28.xlsx,Silica-CS 4g,523,2154,C1=CC=C2C(=C1)C3=CC=CC=C3C2=O,523,2154
486-25-9,9-Fluorenone,0.98,0.9,150,DCM,300,1/1,10,2023-09-01_18-01-39.xlsx,Silica-CS 4g,529,2266,C1=CC=C2C(=C1)C3=CC=CC=C3C2=O,529,2266
486-25-9,9-Fluorenone,0.98,0.9,50,DCM,300,2/1,10,2023-09-01_18-06-26.xlsx,Silica-CS 4g,700,1812,C1=CC=C2C(=C1)C3=CC=CC=C3C2=O,700,1812
486-25-9,9-Fluorenone,0.98,0.9,100,DCM,300,2/1,10,2023-09-01_18-11-42.xlsx,Silica-CS 4g,550,2307,C1=CC=C2C(=C1)C3=CC=CC=C3C2=O,550,2307
486-25-9,9-Fluorenone,0.98,0.9,150,DCM,300,2/1,10,2023-09-01_18-17-04.xlsx,Silica-CS 4g,561,2379,C1=CC=C2C(=C1)C3=CC=CC=C3C2=O,561,2379
486-25-9,9-Fluorenone,0.98,0.9,50,DCM,300,5/1,10,2023-09-01_18-22-25.xlsx,Silica-CS 4g,756,2170,C1=CC=C2C(=C1)C3=CC=CC=C3C2=O,756,2170
486-25-9,9-Fluorenone,0.98,0.9,100,DCM,300,5/1,10,2023-09-01_18-28-12.xlsx,Silica-CS 4g,602,2616,C1=CC=C2C(=C1)C3=CC=CC=C3C2=O,602,2616
486-25-9,9-Fluorenone,0.98,0.9,150,DCM,300,5/1,10,2023-09-01_18-34-55.xlsx,Silica-CS 4g,564,2753,C1=CC=C2C(=C1)C3=CC=CC=C3C2=O,564,2753
486-25-9,9-Fluorenone,0.98,0.9,50,DCM,300,10/1,10,2023-09-01_19-00-03.xlsx,Silica-CS 4g,585,3195,C1=CC=C2C(=C1)C3=CC=CC=C3C2=O,585,3195
486-25-9,9-Fluorenone,0.98,0.9,100,DCM,300,10/1,10,2023-09-01_19-07-10.xlsx,Silica-CS 4g,627,3444,C1=CC=C2C(=C1)C3=CC=CC=C3C2=O,627,3444
486-25-9,9-Fluorenone,0.98,0.9,150,DCM,300,10/1,10,2023-09-01_19-14-22.xlsx,Silica-CS 4g,614,3461,C1=CC=C2C(=C1)C3=CC=CC=C3C2=O,614,3461
486-25-9,9-Fluorenone,0.98,0.9,50,DCM,300,20/1,10,2023-09-01_19-21-29.xlsx,Silica-CS 4g,1100,3248,C1=CC=C2C(=C1)C3=CC=CC=C3C2=O,1100,3248
486-25-9,9-Fluorenone,0.98,0.9,100,DCM,300,20/1,10,2023-09-01_19-29-31.xlsx,Silica-CS 4g,983,3941,C1=CC=C2C(=C1)C3=CC=CC=C3C2=O,983,3941
486-25-9,9-Fluorenone,0.98,0.9,150,DCM,300,20/1,10,2023-09-01_19-37-54.xlsx,Silica-CS 4g,966,4150,C1=CC=C2C(=C1)C3=CC=CC=C3C2=O,966,4150
486-25-9,9-Fluorenone,0.98,0.9,50,DCM,300,50/1,10,2023-09-01_19-47-16.xlsx,Silica-CS 4g,1710,4594,C1=CC=C2C(=C1)C3=CC=CC=C3C2=O,1710,4594
486-25-9,9-Fluorenone,0.98,0.9,100,DCM,300,50/1,10,2023-09-01_19-57-44.xlsx,Silica-CS 4g,1643,5381,C1=CC=C2C(=C1)C3=CC=CC=C3C2=O,1643,5381
486-25-9,9-Fluorenone,0.98,0.9,150,DCM,300,50/1,10,2023-09-01_20-08-37.xlsx,Silica-CS 4g,1539,5626,C1=CC=C2C(=C1)C3=CC=CC=C3C2=O,1539,5626
1144-74-7,4-Nitrobenzophenone,0.99,1.406,50,DCM,1000,0/1,10,2023-09-01_20-56-22.xlsx,Silica-CS 4g,498,1436,C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)[N+](=O)[O-],498,1436
1144-74-7,4-Nitrobenzophenone,0.99,1.406,100,DCM,1000,0/1,10,2023-09-01_20-59-38.xlsx,Silica-CS 4g,491,1119,C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)[N+](=O)[O-],491,1119
1144-74-7,4-Nitrobenzophenone,0.99,1.406,150,DCM,1000,0/1,10,2023-09-01_21-02-58.xlsx,Silica-CS 4g,492,1193,C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)[N+](=O)[O-],492,1193
1144-74-7,4-Nitrobenzophenone,0.99,1.406,50,DCM,1000,1/1,10,2023-09-01_21-06-49.xlsx,Silica-CS 4g,702,1275,C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)[N+](=O)[O-],702,1275
1144-74-7,4-Nitrobenzophenone,0.99,1.406,100,DCM,1000,1/1,10,2023-09-01_21-10-50.xlsx,Silica-CS 4g,550,1585,C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)[N+](=O)[O-],550,1585
1144-74-7,4-Nitrobenzophenone,0.99,1.406,150,DCM,1000,1/1,10,2023-09-01_21-15-02.xlsx,Silica-CS 4g,542,1679,C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)[N+](=O)[O-],542,1679
1144-74-7,4-Nitrobenzophenone,0.99,1.406,50,DCM,1000,2/1,10,2023-09-01_21-19-18.xlsx,Silica-CS 4g,734,1542,C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)[N+](=O)[O-],734,1542
1144-74-7,4-Nitrobenzophenone,0.99,1.406,100,DCM,1000,2/1,10,2023-09-01_21-22-59.xlsx,Silica-CS 4g,578,1386,C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)[N+](=O)[O-],578,1386
1144-74-7,4-Nitrobenzophenone,0.99,1.406,150,DCM,1000,2/1,10,2023-09-01_21-26-34.xlsx,Silica-CS 4g,579,1308,C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)[N+](=O)[O-],579,1308
1144-74-7,4-Nitrobenzophenone,0.99,1.406,50,DCM,1000,5/1,10,2023-09-01_21-31-11.xlsx,Silica-CS 4g,765,1741,C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)[N+](=O)[O-],765,1741
1144-74-7,4-Nitrobenzophenone,0.99,1.406,100,DCM,1000,5/1,10,2023-09-01_21-36-27.xlsx,Silica-CS 4g,607,2302,C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)[N+](=O)[O-],607,2302
1144-74-7,4-Nitrobenzophenone,0.99,1.406,150,DCM,1000,5/1,10,2023-09-01_21-41-59.xlsx,Silica-CS 4g,599,2450,C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)[N+](=O)[O-],599,2450
1144-74-7,4-Nitrobenzophenone,0.99,1.406,50,DCM,1000,10/1,10,2023-09-01_21-47-55.xlsx,Silica-CS 4g,772,2524,C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)[N+](=O)[O-],772,2524
1144-74-7,4-Nitrobenzophenone,0.99,1.406,100,DCM,1000,10/1,10,2023-09-01_21-53-27.xlsx,Silica-CS 4g,624,2484,C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)[N+](=O)[O-],624,2484
1144-74-7,4-Nitrobenzophenone,0.99,1.406,150,DCM,1000,10/1,10,2023-09-01_22-04-15.xlsx,Silica-CS 4g,614,5606,C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)[N+](=O)[O-],614,5606
1144-74-7,4-Nitrobenzophenone,0.99,1.406,50,DCM,1000,20/1,10,2023-09-01_22-07-41.xlsx,Silica-CS 4g,759,1020,C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)[N+](=O)[O-],759,1020
1144-74-7,4-Nitrobenzophenone,0.99,1.406,150,DCM,1000,20/1,10,2023-09-01_23-10-53.xlsx,Silica-CS 4g,574,6842,C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)[N+](=O)[O-],574,6842
1144-74-7,4-Nitrobenzophenone,0.99,1.406,50,DCM,1000,50/1,10,2023-09-01_23-24-37.xlsx,Silica-CS 4g,2559,7185,C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)[N+](=O)[O-],2559,7185
1144-74-7,4-Nitrobenzophenone,0.99,1.406,100,DCM,1000,50/1,10,2023-09-01_23-27-29.xlsx,Silica-CS 4g,632,877,C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)[N+](=O)[O-],632,877
1144-74-7,4-Nitrobenzophenone,0.99,1.406,150,DCM,1000,50/1,10,2023-09-01_23-45-25.xlsx,Silica-CS 4g,539,9756,C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)[N+](=O)[O-],539,9756
103-30-0,TRANS-STILBENE,0.98,0.97,50,DCM,700,0/1,10,2023-09-03_11-54-32.xlsx,Silica-CS 4g,654,1898,C1=CC=C(C=C1)/C=C/C2=CC=CC=C2,654,1898
103-30-0,TRANS-STILBENE,0.98,0.97,100,DCM,700,0/1,10,2023-09-03_11-57-43.xlsx,Silica-CS 4g,491,1089,C1=CC=C(C=C1)/C=C/C2=CC=CC=C2,491,1089
103-30-0,TRANS-STILBENE,0.98,0.97,150,DCM,700,0/1,10,2023-09-03_12-01-04.xlsx,Silica-CS 4g,489,1166,C1=CC=C(C=C1)/C=C/C2=CC=CC=C2,489,1166
103-30-0,TRANS-STILBENE,0.98,0.97,50,DCM,700,1/1,10,2023-09-03_12-11-59.xlsx,Silica-CS 4g,670,1193,C1=CC=C(C=C1)/C=C/C2=CC=CC=C2,670,1193
103-30-0,TRANS-STILBENE,0.98,0.97,100,DCM,700,1/1,10,2023-09-03_12-15-20.xlsx,Silica-CS 4g,528,1170,C1=CC=C(C=C1)/C=C/C2=CC=CC=C2,528,1170
103-30-0,TRANS-STILBENE,0.98,0.97,150,DCM,700,1/1,10,2023-09-03_12-18-51.xlsx,Silica-CS 4g,523,1252,C1=CC=C(C=C1)/C=C/C2=CC=CC=C2,523,1252
103-30-0,TRANS-STILBENE,0.98,0.97,50,DCM,700,2/1,10,2023-09-03_12-22-37.xlsx,Silica-CS 4g,689,1202,C1=CC=C(C=C1)/C=C/C2=CC=CC=C2,689,1202
103-30-0,TRANS-STILBENE,0.98,0.97,100,DCM,700,2/1,10,2023-09-03_12-26-03.xlsx,Silica-CS 4g,540,1219,C1=CC=C(C=C1)/C=C/C2=CC=CC=C2,540,1219
103-30-0,TRANS-STILBENE,0.98,0.97,150,DCM,700,2/1,10,2023-09-03_12-29-39.xlsx,Silica-CS 4g,553,1338,C1=CC=C(C=C1)/C=C/C2=CC=CC=C2,553,1338
103-30-0,TRANS-STILBENE,0.98,0.97,50,DCM,700,5/1,10,2023-09-03_12-33-30.xlsx,Silica-CS 4g,730,1261,C1=CC=C(C=C1)/C=C/C2=CC=CC=C2,730,1261
103-30-0,TRANS-STILBENE,0.98,0.97,100,DCM,700,5/1,10,2023-09-03_12-37-01.xlsx,Silica-CS 4g,565,1266,C1=CC=C(C=C1)/C=C/C2=CC=CC=C2,565,1266
103-30-0,TRANS-STILBENE,0.98,0.97,150,DCM,700,5/1,10,2023-09-03_12-40-42.xlsx,Silica-CS 4g,568,1393,C1=CC=C(C=C1)/C=C/C2=CC=CC=C2,568,1393
103-30-0,TRANS-STILBENE,0.98,0.97,50,DCM,700,10/1,10,2023-09-03_12-44-38.xlsx,Silica-CS 4g,745,1346,C1=CC=C(C=C1)/C=C/C2=CC=CC=C2,745,1346
103-30-0,TRANS-STILBENE,0.98,0.97,100,DCM,700,10/1,10,2023-09-03_12-48-19.xlsx,Silica-CS 4g,594,1379,C1=CC=C(C=C1)/C=C/C2=CC=CC=C2,594,1379
103-30-0,TRANS-STILBENE,0.98,0.97,150,DCM,700,10/1,10,2023-09-03_12-52-10.xlsx,Silica-CS 4g,586,1452,C1=CC=C(C=C1)/C=C/C2=CC=CC=C2,586,1452
