CAS,name,Purity,Density g/ml,V/ul,loading solvent,Volume of loading solvent/ul,PE/EA,Flow mL/min,Ending time,column_specs,t1,t2,smiles,verified t1,verified t2
529-19-1,o-Tolunitrile,0.98,0.989,50,DCM,300,20/1,10,2023-09-18_17-58-09.xlsx,Silica-CS 4g,1199,2013,CC1=CC=CC=C1C#N,1199,2013
529-19-1,o-Tolunitrile,0.98,0.989,100,DCM,300,20/1,10,2023-09-18_18-02-50.xlsx,Silica-CS 4g,1104,1968,CC1=CC=CC=C1C#N,1104,1968
529-19-1,o-Tolunitrile,0.98,0.989,150,DCM,300,20/1,10,2023-09-18_18-35-47.xlsx,Silica-CS 4g,1027,2057,CC1=CC=CC=C1C#N,1027,2057
529-19-1,o-Tolunitrile,0.98,0.989,50,DCM,300,50/1,10,2023-09-18_18-42-45.xlsx,Silica-CS 4g,1366,2577,CC1=CC=CC=C1C#N,1366,2577
529-19-1,o-Tolunitrile,0.98,0.989,100,DCM,300,50/1,10,2023-09-18_18-48-42.xlsx,Silica-CS 4g,1387,2833,CC1=CC=CC=C1C#N,1387,2833
529-19-1,o-Tolunitrile,0.98,0.989,150,DCM,300,50/1,10,2023-09-18_18-54-33.xlsx,Silica-CS 4g,1491,2919,CC1=CC=CC=C1C#N,1491,2919
573-17-1,9-Bromophenanthrene,0.96,1,50,DCM,400,0/1,10,2023-09-18_19-42-33.xlsx,Silica-CS 4g,403,1480,C1=CC=C2C(=C1)C=C(C3=CC=CC=C23)Br,403,1480
573-17-1,9-Bromophenanthrene,0.96,1,100,DCM,400,0/1,10,2023-09-18_19-46-31.xlsx,Silica-CS 4g,405,1375,C1=CC=C2C(=C1)C=C(C3=CC=CC=C23)Br,405,1375
573-17-1,9-Bromophenanthrene,0.96,1,150,DCM,400,0/1,10,2023-09-18_19-50-26.xlsx,Silica-CS 4g,401,1586,C1=CC=C2C(=C1)C=C(C3=CC=CC=C23)Br,401,1586
573-17-1,9-Bromophenanthrene,0.96,1,50,DCM,400,1/1,10,2023-09-18_19-54-50.xlsx,Silica-CS 4g,603,1503,C1=CC=C2C(=C1)C=C(C3=CC=CC=C23)Br,603,1503
573-17-1,9-Bromophenanthrene,0.96,1,100,DCM,400,1/1,10,2023-09-18_20-38-18.xlsx,Silica-CS 4g,474,2390,C1=CC=C2C(=C1)C=C(C3=CC=CC=C23)Br,474,2390
573-17-1,9-Bromophenanthrene,0.96,1,150,DCM,400,1/1,10,2023-09-18_20-44-01.xlsx,Silica-CS 4g,470,2221,C1=CC=C2C(=C1)C=C(C3=CC=CC=C23)Br,470,2221
573-17-1,9-Bromophenanthrene,0.96,1,50,DCM,400,2/1,10,2023-09-18_20-49-28.xlsx,Silica-CS 4g,633,1726,C1=CC=C2C(=C1)C=C(C3=CC=CC=C23)Br,633,1726
573-17-1,9-Bromophenanthrene,0.96,1,100,DCM,400,2/1,10,2023-09-18_20-54-25.xlsx,Silica-CS 4g,494,2103,C1=CC=C2C(=C1)C=C(C3=CC=CC=C23)Br,494,2103
573-17-1,9-Bromophenanthrene,0.96,1,150,DCM,400,2/1,10,2023-09-18_20-59-47.xlsx,Silica-CS 4g,501,2367,C1=CC=C2C(=C1)C=C(C3=CC=CC=C23)Br,501,2367
573-17-1,9-Bromophenanthrene,0.96,1,50,DCM,400,5/1,10,2023-09-18_21-04-33.xlsx,Silica-CS 4g,669,1810,C1=CC=C2C(=C1)C=C(C3=CC=CC=C23)Br,669,1810
573-17-1,9-Bromophenanthrene,0.96,1,100,DCM,400,5/1,10,2023-09-18_21-09-40.xlsx,Silica-CS 4g,531,2225,C1=CC=C2C(=C1)C=C(C3=CC=CC=C23)Br,531,2225
573-17-1,9-Bromophenanthrene,0.96,1,150,DCM,400,5/1,10,2023-09-18_21-15-17.xlsx,Silica-CS 4g,531,2506,C1=CC=C2C(=C1)C=C(C3=CC=CC=C23)Br,531,2506
573-17-1,9-Bromophenanthrene,0.96,1,50,DCM,400,10/1,10,2023-09-18_21-20-23.xlsx,Silica-CS 4g,688,2014,C1=CC=C2C(=C1)C=C(C3=CC=CC=C23)Br,688,2014
573-17-1,9-Bromophenanthrene,0.96,1,100,DCM,400,10/1,10,2023-09-18_21-25-50.xlsx,Silica-CS 4g,558,2440,C1=CC=C2C(=C1)C=C(C3=CC=CC=C23)Br,558,2440
573-17-1,9-Bromophenanthrene,0.96,1,150,DCM,400,10/1,10,2023-09-18_21-31-47.xlsx,Silica-CS 4g,557,2711,C1=CC=C2C(=C1)C=C(C3=CC=CC=C23)Br,557,2711
573-17-1,9-Bromophenanthrene,0.96,1,50,DCM,400,20/1,10,2023-09-18_21-37-03.xlsx,Silica-CS 4g,705,2136,C1=CC=C2C(=C1)C=C(C3=CC=CC=C23)Br,705,2136
573-17-1,9-Bromophenanthrene,0.96,1,100,DCM,400,20/1,10,2023-09-18_21-42-40.xlsx,Silica-CS 4g,578,2532,C1=CC=C2C(=C1)C=C(C3=CC=CC=C23)Br,578,2532
573-17-1,9-Bromophenanthrene,0.96,1,150,DCM,400,20/1,10,2023-09-18_21-48-47.xlsx,Silica-CS 4g,571,2826,C1=CC=C2C(=C1)C=C(C3=CC=CC=C23)Br,571,2826
573-17-1,9-Bromophenanthrene,0.96,1,50,DCM,400,50/1,10,2023-09-18_21-54-19.xlsx,Silica-CS 4g,729,2252,C1=CC=C2C(=C1)C=C(C3=CC=CC=C23)Br,729,2252
573-17-1,9-Bromophenanthrene,0.96,1,100,DCM,400,50/1,10,2023-09-18_22-00-11.xlsx,Silica-CS 4g,597,2694,C1=CC=C2C(=C1)C=C(C3=CC=CC=C23)Br,597,2694
573-17-1,9-Bromophenanthrene,0.96,1,150,DCM,400,50/1,10,2023-09-18_22-06-23.xlsx,Silica-CS 4g,587,2885,C1=CC=C2C(=C1)C=C(C3=CC=CC=C23)Br,587,2885
22445-42-7,"3,5-Dimethylbenzonitrile",0.98,1,50,DCM,300,0/1,10,2023-09-19_09-16-50.xlsx,Silica-CS 4g,455,813,CC1=CC(=CC(=C1)C#N)C,455,813
22445-42-7,"3,5-Dimethylbenzonitrile",0.98,1,100,DCM,300,0/1,10,2023-09-19_09-19-36.xlsx,Silica-CS 4g,509,837,CC1=CC(=CC(=C1)C#N)C,509,837
22445-42-7,"3,5-Dimethylbenzonitrile",0.98,1,150,DCM,300,0/1,10,2023-09-19_09-22-27.xlsx,Silica-CS 4g,507,876,CC1=CC(=CC(=C1)C#N)C,507,876
22445-42-7,"3,5-Dimethylbenzonitrile",0.98,1,50,DCM,300,1/1,10,2023-09-19_09-25-48.xlsx,Silica-CS 4g,683,971,CC1=CC(=CC(=C1)C#N)C,683,971
22445-42-7,"3,5-Dimethylbenzonitrile",0.98,1,100,DCM,300,1/1,10,2023-09-19_09-28-39.xlsx,Silica-CS 4g,533,895,CC1=CC(=CC(=C1)C#N)C,533,895
22445-42-7,"3,5-Dimethylbenzonitrile",0.98,1,150,DCM,300,1/1,10,2023-09-19_09-31-35.xlsx,Silica-CS 4g,529,913,CC1=CC(=CC(=C1)C#N)C,529,913
22445-42-7,"3,5-Dimethylbenzonitrile",0.98,1,50,DCM,300,2/1,10,2023-09-19_09-35-01.xlsx,Silica-CS 4g,694,1022,CC1=CC(=CC(=C1)C#N)C,694,1022
22445-42-7,"3,5-Dimethylbenzonitrile",0.98,1,100,DCM,300,2/1,10,2023-09-19_09-38-02.xlsx,Silica-CS 4g,554,950,CC1=CC(=CC(=C1)C#N)C,554,950
22445-42-7,"3,5-Dimethylbenzonitrile",0.98,1,150,DCM,300,2/1,10,2023-09-19_09-41-03.xlsx,Silica-CS 4g,548,987,CC1=CC(=CC(=C1)C#N)C,548,987
22445-42-7,"3,5-Dimethylbenzonitrile",0.98,1,50,DCM,300,5/1,10,2023-09-19_09-44-44.xlsx,Silica-CS 4g,732,1163,CC1=CC(=CC(=C1)C#N)C,732,1163
22445-42-7,"3,5-Dimethylbenzonitrile",0.98,1,100,DCM,300,5/1,10,2023-09-19_09-48-00.xlsx,Silica-CS 4g,580,1107,CC1=CC(=CC(=C1)C#N)C,580,1107
22445-42-7,"3,5-Dimethylbenzonitrile",0.98,1,150,DCM,300,5/1,10,2023-09-19_09-51-16.xlsx,Silica-CS 4g,583,1125,CC1=CC(=CC(=C1)C#N)C,583,1125
22445-42-7,"3,5-Dimethylbenzonitrile",0.98,1,50,DCM,300,10/1,10,2023-09-19_09-55-12.xlsx,Silica-CS 4g,750,1346,CC1=CC(=CC(=C1)C#N)C,750,1346
22445-42-7,"3,5-Dimethylbenzonitrile",0.98,1,100,DCM,300,10/1,10,2023-09-19_09-58-43.xlsx,Silica-CS 4g,600,1298,CC1=CC(=CC(=C1)C#N)C,600,1298
22445-42-7,"3,5-Dimethylbenzonitrile",0.98,1,150,DCM,300,10/1,10,2023-09-19_10-02-19.xlsx,Silica-CS 4g,600,1321,CC1=CC(=CC(=C1)C#N)C,600,1321
22445-42-7,"3,5-Dimethylbenzonitrile",0.98,1,50,DCM,300,20/1,10,2023-09-19_10-06-41.xlsx,Silica-CS 4g,1062,1594,CC1=CC(=CC(=C1)C#N)C,1062,1594
22445-42-7,"3,5-Dimethylbenzonitrile",0.98,1,100,DCM,300,20/1,10,2023-09-19_10-10-42.xlsx,Silica-CS 4g,832,1579,CC1=CC(=CC(=C1)C#N)C,832,1579
22445-42-7,"3,5-Dimethylbenzonitrile",0.98,1,150,DCM,300,20/1,10,2023-09-19_10-14-43.xlsx,Silica-CS 4g,748,1603,CC1=CC(=CC(=C1)C#N)C,748,1603
22445-42-7,"3,5-Dimethylbenzonitrile",0.98,1,50,DCM,300,50/1,10,2023-09-19_10-20-15.xlsx,Silica-CS 4g,1269,2317,CC1=CC(=CC(=C1)C#N)C,1269,2317
22445-42-7,"3,5-Dimethylbenzonitrile",0.98,1,100,DCM,300,50/1,10,2023-09-19_10-25-16.xlsx,Silica-CS 4g,1025,2237,CC1=CC(=CC(=C1)C#N)C,1025,2237
22445-42-7,"3,5-Dimethylbenzonitrile",0.98,1,150,DCM,300,50/1,10,2023-09-19_10-30-28.xlsx,Silica-CS 4g,850,2294,CC1=CC(=CC(=C1)C#N)C,850,2294
1607-57-4,Bromotriphenylethylene,0.98,1,50,DCM,500,0/1,10,2023-09-19_11-16-03.xlsx,Silica-CS 4g,611,1205,C1=CC=C(C=C1)C(=C(C2=CC=CC=C2)Br)C3=CC=CC=C3,611,1205
1607-57-4,Bromotriphenylethylene,0.98,1,100,DCM,500,0/1,10,2023-09-19_11-19-04.xlsx,Silica-CS 4g,457,990,C1=CC=C(C=C1)C(=C(C2=CC=CC=C2)Br)C3=CC=CC=C3,457,990
1607-57-4,Bromotriphenylethylene,0.98,1,150,DCM,500,0/1,10,2023-09-19_11-22-10.xlsx,Silica-CS 4g,455,1029,C1=CC=C(C=C1)C(=C(C2=CC=CC=C2)Br)C3=CC=CC=C3,455,1029
1607-57-4,Bromotriphenylethylene,0.98,1,50,DCM,500,1/1,10,2023-09-19_11-25-41.xlsx,Silica-CS 4g,597,1080,C1=CC=C(C=C1)C(=C(C2=CC=CC=C2)Br)C3=CC=CC=C3,597,1080
1607-57-4,Bromotriphenylethylene,0.98,1,100,DCM,500,1/1,10,2023-09-19_11-28-47.xlsx,Silica-CS 4g,477,1023,C1=CC=C(C=C1)C(=C(C2=CC=CC=C2)Br)C3=CC=CC=C3,477,1023
1607-57-4,Bromotriphenylethylene,0.98,1,150,DCM,500,1/1,10,2023-09-19_11-31-58.xlsx,Silica-CS 4g,477,1077,C1=CC=C(C=C1)C(=C(C2=CC=CC=C2)Br)C3=CC=CC=C3,477,1077
1607-57-4,Bromotriphenylethylene,0.98,1,50,DCM,500,2/1,10,2023-09-19_11-35-40.xlsx,Silica-CS 4g,632,1156,C1=CC=C(C=C1)C(=C(C2=CC=CC=C2)Br)C3=CC=CC=C3,632,1156
1607-57-4,Bromotriphenylethylene,0.98,1,100,DCM,500,2/1,10,2023-09-19_11-38-51.xlsx,Silica-CS 4g,496,1063,C1=CC=C(C=C1)C(=C(C2=CC=CC=C2)Br)C3=CC=CC=C3,496,1063
1607-57-4,Bromotriphenylethylene,0.98,1,150,DCM,500,2/1,10,2023-09-19_11-42-12.xlsx,Silica-CS 4g,505,1188,C1=CC=C(C=C1)C(=C(C2=CC=CC=C2)Br)C3=CC=CC=C3,505,1188
1607-57-4,Bromotriphenylethylene,0.98,1,50,DCM,500,5/1,10,2023-09-19_11-45-58.xlsx,Silica-CS 4g,668,1221,C1=CC=C(C=C1)C(=C(C2=CC=CC=C2)Br)C3=CC=CC=C3,668,1221
1607-57-4,Bromotriphenylethylene,0.98,1,100,DCM,500,5/1,10,2023-09-19_11-49-19.xlsx,Silica-CS 4g,529,1166,C1=CC=C(C=C1)C(=C(C2=CC=CC=C2)Br)C3=CC=CC=C3,529,1166
1607-57-4,Bromotriphenylethylene,0.98,1,150,DCM,500,5/1,10,2023-09-19_11-52-45.xlsx,Silica-CS 4g,535,1220,C1=CC=C(C=C1)C(=C(C2=CC=CC=C2)Br)C3=CC=CC=C3,535,1220
1607-57-4,Bromotriphenylethylene,0.98,1,50,DCM,500,10/1,10,2023-09-19_11-56-41.xlsx,Silica-CS 4g,690,1309,C1=CC=C(C=C1)C(=C(C2=CC=CC=C2)Br)C3=CC=CC=C3,690,1309
1607-57-4,Bromotriphenylethylene,0.98,1,100,DCM,500,10/1,10,2023-09-19_12-00-08.xlsx,Silica-CS 4g,551,1244,C1=CC=C(C=C1)C(=C(C2=CC=CC=C2)Br)C3=CC=CC=C3,551,1244
1607-57-4,Bromotriphenylethylene,0.98,1,150,DCM,500,10/1,10,2023-09-19_12-03-44.xlsx,Silica-CS 4g,560,1309,C1=CC=C(C=C1)C(=C(C2=CC=CC=C2)Br)C3=CC=CC=C3,560,1309
1607-57-4,Bromotriphenylethylene,0.98,1,50,DCM,500,20/1,10,2023-09-19_12-46-39.xlsx,Silica-CS 4g,535,1188,C1=CC=C(C=C1)C(=C(C2=CC=CC=C2)Br)C3=CC=CC=C3,535,1188
1607-57-4,Bromotriphenylethylene,0.98,1,100,DCM,500,20/1,10,2023-09-19_15-22-39.xlsx,Silica-CS 4g,536,1280,C1=CC=C(C=C1)C(=C(C2=CC=CC=C2)Br)C3=CC=CC=C3,536,1280
1607-57-4,Bromotriphenylethylene,0.98,1,150,DCM,500,20/1,10,2023-09-19_13-08-07.xlsx,Silica-CS 4g,428,1030,C1=CC=C(C=C1)C(=C(C2=CC=CC=C2)Br)C3=CC=CC=C3,428,1030
1607-57-4,Bromotriphenylethylene,0.98,1,50,DCM,500,50/1,10,2023-09-19_13-12-55.xlsx,Silica-CS 4g,507,1248,C1=CC=C(C=C1)C(=C(C2=CC=CC=C2)Br)C3=CC=CC=C3,507,1248
1607-57-4,Bromotriphenylethylene,0.98,1,100,DCM,500,50/1,10,2023-09-19_15-15-54.xlsx,Silica-CS 4g,551,1481,C1=CC=C(C=C1)C(=C(C2=CC=CC=C2)Br)C3=CC=CC=C3,551,1481
1607-57-4,Bromotriphenylethylene,0.98,1,150,DCM,500,50/1,10,2023-09-19_13-28-52.xlsx,Silica-CS 4g,540,1482,C1=CC=C(C=C1)C(=C(C2=CC=CC=C2)Br)C3=CC=CC=C3,540,1482
29578-39-0,3-Bromo-5-fluoroanisole,0.992,1.59,50,DCM,300,0/1,10,2023-09-19_13-48-06.xlsx,Silica-CS 4g,455,903,COC1=CC(=CC(=C1)Br)F,455,903
29578-39-0,3-Bromo-5-fluoroanisole,0.992,1.59,100,DCM,300,0/1,10,2023-09-19_13-50-57.xlsx,Silica-CS 4g,483,951,COC1=CC(=CC(=C1)Br)F,483,951
29578-39-0,3-Bromo-5-fluoroanisole,0.992,1.59,150,DCM,300,0/1,10,2023-09-19_13-53-53.xlsx,Silica-CS 4g,491,907,COC1=CC(=CC(=C1)Br)F,491,907
29578-39-0,3-Bromo-5-fluoroanisole,0.992,1.59,50,DCM,300,1/1,10,2023-09-19_14-04-18.xlsx,Silica-CS 4g,666,1029,COC1=CC(=CC(=C1)Br)F,666,1029
29578-39-0,3-Bromo-5-fluoroanisole,0.992,1.59,100,DCM,300,1/1,10,2023-09-19_14-07-14.xlsx,Silica-CS 4g,520,915,COC1=CC(=CC(=C1)Br)F,520,915
29578-39-0,3-Bromo-5-fluoroanisole,0.992,1.59,150,DCM,300,1/1,10,2023-09-19_14-10-26.xlsx,Silica-CS 4g,582,1070,COC1=CC(=CC(=C1)Br)F,582,1070
29578-39-0,3-Bromo-5-fluoroanisole,0.992,1.59,50,DCM,300,2/1,10,2023-09-19_14-13-57.xlsx,Silica-CS 4g,678,1069,COC1=CC(=CC(=C1)Br)F,678,1069
29578-39-0,3-Bromo-5-fluoroanisole,0.992,1.59,100,DCM,300,2/1,10,2023-09-19_14-17-08.xlsx,Silica-CS 4g,596,1085,COC1=CC(=CC(=C1)Br)F,596,1085
29578-39-0,3-Bromo-5-fluoroanisole,0.992,1.59,150,DCM,300,2/1,10,2023-09-19_14-20-14.xlsx,Silica-CS 4g,543,1003,COC1=CC(=CC(=C1)Br)F,543,1003
29578-39-0,3-Bromo-5-fluoroanisole,0.992,1.59,50,DCM,300,5/1,10,2023-09-19_14-23-50.xlsx,Silica-CS 4g,724,1136,COC1=CC(=CC(=C1)Br)F,724,1136
29578-39-0,3-Bromo-5-fluoroanisole,0.992,1.59,100,DCM,300,5/1,10,2023-09-19_14-27-01.xlsx,Silica-CS 4g,574,1055,COC1=CC(=CC(=C1)Br)F,574,1055
29578-39-0,3-Bromo-5-fluoroanisole,0.992,1.59,150,DCM,300,5/1,10,2023-09-19_14-30-12.xlsx,Silica-CS 4g,572,1082,COC1=CC(=CC(=C1)Br)F,572,1082
29578-39-0,3-Bromo-5-fluoroanisole,0.992,1.59,50,DCM,300,10/1,10,2023-09-19_14-34-04.xlsx,Silica-CS 4g,741,1257,COC1=CC(=CC(=C1)Br)F,741,1257
29578-39-0,3-Bromo-5-fluoroanisole,0.992,1.59,100,DCM,300,10/1,10,2023-09-19_14-37-25.xlsx,Silica-CS 4g,595,1167,COC1=CC(=CC(=C1)Br)F,595,1167
29578-39-0,3-Bromo-5-fluoroanisole,0.992,1.59,150,DCM,300,10/1,10,2023-09-19_14-40-46.xlsx,Silica-CS 4g,592,1186,COC1=CC(=CC(=C1)Br)F,592,1186
29578-39-0,3-Bromo-5-fluoroanisole,0.992,1.59,50,DCM,300,20/1,10,2023-09-19_14-44-47.xlsx,Silica-CS 4g,756,1351,COC1=CC(=CC(=C1)Br)F,756,1351
29578-39-0,3-Bromo-5-fluoroanisole,0.992,1.59,100,DCM,300,20/1,10,2023-09-19_14-48-18.xlsx,Silica-CS 4g,615,1288,COC1=CC(=CC(=C1)Br)F,615,1288
29578-39-0,3-Bromo-5-fluoroanisole,0.992,1.59,150,DCM,300,20/1,10,2023-09-19_14-51-54.xlsx,Silica-CS 4g,612,1331,COC1=CC(=CC(=C1)Br)F,612,1331
29578-39-0,3-Bromo-5-fluoroanisole,0.992,1.59,50,DCM,300,50/1,10,2023-09-19_14-56-06.xlsx,Silica-CS 4g,756,1454,COC1=CC(=CC(=C1)Br)F,756,1454
29578-39-0,3-Bromo-5-fluoroanisole,0.992,1.59,100,DCM,300,50/1,10,2023-09-19_14-59-52.xlsx,Silica-CS 4g,621,1413,COC1=CC(=CC(=C1)Br)F,621,1413
29578-39-0,3-Bromo-5-fluoroanisole,0.992,1.59,150,DCM,300,50/1,10,2023-09-19_15-03-38.xlsx,Silica-CS 4g,614,1430,COC1=CC(=CC(=C1)Br)F,614,1430
2052-07-5,2-Bromobiphenyl,0.97,1.352,50,DCM,300,0/1,10,2023-09-19_15-56-54.xlsx,Silica-CS 4g,448,1210,C1=CC=C(C=C1)C2=CC=CC=C2Br,448,1210
2052-07-5,2-Bromobiphenyl,0.97,1.352,100,DCM,300,0/1,10,2023-09-19_16-00-05.xlsx,Silica-CS 4g,474,1090,C1=CC=C(C=C1)C2=CC=CC=C2Br,474,1090
2052-07-5,2-Bromobiphenyl,0.97,1.352,150,DCM,300,0/1,10,2023-09-19_16-03-26.xlsx,Silica-CS 4g,473,1152,C1=CC=C(C=C1)C2=CC=CC=C2Br,473,1152
2052-07-5,2-Bromobiphenyl,0.97,1.352,50,DCM,300,1/1,10,2023-09-19_16-07-02.xlsx,Silica-CS 4g,611,1104,C1=CC=C(C=C1)C2=CC=CC=C2Br,611,1104
2052-07-5,2-Bromobiphenyl,0.97,1.352,100,DCM,300,1/1,10,2023-09-19_16-10-38.xlsx,Silica-CS 4g,490,1323,C1=CC=C(C=C1)C2=CC=CC=C2Br,490,1323
2052-07-5,2-Bromobiphenyl,0.97,1.352,150,DCM,300,1/1,10,2023-09-19_16-14-25.xlsx,Silica-CS 4g,494,1401,C1=CC=C(C=C1)C2=CC=CC=C2Br,494,1401
2052-07-5,2-Bromobiphenyl,0.97,1.352,50,DCM,300,2/1,10,2023-09-19_16-18-11.xlsx,Silica-CS 4g,656,1213,C1=CC=C(C=C1)C2=CC=CC=C2Br,656,1213
2052-07-5,2-Bromobiphenyl,0.97,1.352,100,DCM,300,2/1,10,2023-09-19_16-21-37.xlsx,Silica-CS 4g,516,1224,C1=CC=C(C=C1)C2=CC=CC=C2Br,516,1224
2052-07-5,2-Bromobiphenyl,0.97,1.352,150,DCM,300,2/1,10,2023-09-19_16-25-08.xlsx,Silica-CS 4g,522,1293,C1=CC=C(C=C1)C2=CC=CC=C2Br,522,1293
2052-07-5,2-Bromobiphenyl,0.97,1.352,50,DCM,300,5/1,10,2023-09-19_16-29-04.xlsx,Silica-CS 4g,692,1319,C1=CC=C(C=C1)C2=CC=CC=C2Br,692,1319
2052-07-5,2-Bromobiphenyl,0.97,1.352,100,DCM,300,5/1,10,2023-09-19_16-32-45.xlsx,Silica-CS 4g,538,1367,C1=CC=C(C=C1)C2=CC=CC=C2Br,538,1367
2052-07-5,2-Bromobiphenyl,0.97,1.352,150,DCM,300,5/1,10,2023-09-19_16-36-37.xlsx,Silica-CS 4g,542,1499,C1=CC=C(C=C1)C2=CC=CC=C2Br,542,1499
2052-07-5,2-Bromobiphenyl,0.97,1.352,50,DCM,300,10/1,10,2023-09-19_16-40-33.xlsx,Silica-CS 4g,703,1333,C1=CC=C(C=C1)C2=CC=CC=C2Br,703,1333
2052-07-5,2-Bromobiphenyl,0.97,1.352,100,DCM,300,10/1,10,2023-09-19_16-44-24.xlsx,Silica-CS 4g,561,1472,C1=CC=C(C=C1)C2=CC=CC=C2Br,561,1472
2052-07-5,2-Bromobiphenyl,0.97,1.352,150,DCM,300,10/1,10,2023-09-19_16-48-31.xlsx,Silica-CS 4g,559,1608,C1=CC=C(C=C1)C2=CC=CC=C2Br,559,1608
2052-07-5,2-Bromobiphenyl,0.97,1.352,50,DCM,300,20/1,10,2023-09-19_16-52-32.xlsx,Silica-CS 4g,713,1357,C1=CC=C(C=C1)C2=CC=CC=C2Br,713,1357
2052-07-5,2-Bromobiphenyl,0.97,1.352,100,DCM,300,20/1,10,2023-09-19_16-56-28.xlsx,Silica-CS 4g,583,1504,C1=CC=C(C=C1)C2=CC=CC=C2Br,583,1504
2052-07-5,2-Bromobiphenyl,0.97,1.352,150,DCM,300,20/1,10,2023-09-19_17-01-05.xlsx,Silica-CS 4g,590,1913,C1=CC=C(C=C1)C2=CC=CC=C2Br,590,1913
2052-07-5,2-Bromobiphenyl,0.97,1.352,50,DCM,300,50/1,10,2023-09-19_17-05-11.xlsx,Silica-CS 4g,730,1412,C1=CC=C(C=C1)C2=CC=CC=C2Br,730,1412
2052-07-5,2-Bromobiphenyl,0.97,1.352,100,DCM,300,50/1,10,2023-09-19_17-08-57.xlsx,Silica-CS 4g,596,1441,C1=CC=C(C=C1)C2=CC=CC=C2Br,596,1441
2052-07-5,2-Bromobiphenyl,0.97,1.352,150,DCM,300,50/1,10,2023-09-19_17-12-54.xlsx,Silica-CS 4g,599,1542,C1=CC=C(C=C1)C2=CC=CC=C2Br,599,1542
2635-13-4,"4-Bromo-1,2-(methylenedioxy)benzene",0.97,1.669,50,DCM,300,0/1,10,2023-09-19_17-22-54.xlsx,Silica-CS 4g,445,919,C1OC2=C(O1)C=C(C=C2)Br,445,919
2635-13-4,"4-Bromo-1,2-(methylenedioxy)benzene",0.97,1.669,150,DCM,300,0/1,10,2023-09-19_18-16-09.xlsx,Silica-CS 4g,444,958,C1OC2=C(O1)C=C(C=C2)Br,444,958
2635-13-4,"4-Bromo-1,2-(methylenedioxy)benzene",0.97,1.669,50,DCM,300,1/1,10,2023-09-19_18-19-41.xlsx,Silica-CS 4g,665,1059,C1OC2=C(O1)C=C(C=C2)Br,665,1059
2635-13-4,"4-Bromo-1,2-(methylenedioxy)benzene",0.97,1.669,100,DCM,300,1/1,10,2023-09-19_18-22-47.xlsx,Silica-CS 4g,528,1017,C1OC2=C(O1)C=C(C=C2)Br,528,1017
2635-13-4,"4-Bromo-1,2-(methylenedioxy)benzene",0.97,1.669,150,DCM,300,1/1,10,2023-09-19_18-26-03.xlsx,Silica-CS 4g,540,1100,C1OC2=C(O1)C=C(C=C2)Br,540,1100
2635-13-4,"4-Bromo-1,2-(methylenedioxy)benzene",0.97,1.669,50,DCM,300,2/1,10,2023-09-19_18-29-44.xlsx,Silica-CS 4g,693,1181,C1OC2=C(O1)C=C(C=C2)Br,693,1181
2635-13-4,"4-Bromo-1,2-(methylenedioxy)benzene",0.97,1.669,100,DCM,300,2/1,10,2023-09-19_18-33-10.xlsx,Silica-CS 4g,543,1200,C1OC2=C(O1)C=C(C=C2)Br,543,1200
2635-13-4,"4-Bromo-1,2-(methylenedioxy)benzene",0.97,1.669,150,DCM,300,2/1,10,2023-09-19_18-36-31.xlsx,Silica-CS 4g,548,1162,C1OC2=C(O1)C=C(C=C2)Br,548,1162
2635-13-4,"4-Bromo-1,2-(methylenedioxy)benzene",0.97,1.669,50,DCM,300,5/1,10,2023-09-19_18-40-22.xlsx,Silica-CS 4g,732,1286,C1OC2=C(O1)C=C(C=C2)Br,732,1286
2635-13-4,"4-Bromo-1,2-(methylenedioxy)benzene",0.97,1.669,100,DCM,300,5/1,10,2023-09-19_18-43-54.xlsx,Silica-CS 4g,586,1267,C1OC2=C(O1)C=C(C=C2)Br,586,1267
2635-13-4,"4-Bromo-1,2-(methylenedioxy)benzene",0.97,1.669,150,DCM,300,5/1,10,2023-09-19_18-47-30.xlsx,Silica-CS 4g,586,1330,C1OC2=C(O1)C=C(C=C2)Br,586,1330
2635-13-4,"4-Bromo-1,2-(methylenedioxy)benzene",0.97,1.669,50,DCM,300,10/1,10,2023-09-19_18-51-36.xlsx,Silica-CS 4g,750,1429,C1OC2=C(O1)C=C(C=C2)Br,750,1429
2635-13-4,"4-Bromo-1,2-(methylenedioxy)benzene",0.97,1.669,100,DCM,300,10/1,10,2023-09-19_18-55-22.xlsx,Silica-CS 4g,605,1434,C1OC2=C(O1)C=C(C=C2)Br,605,1434
2635-13-4,"4-Bromo-1,2-(methylenedioxy)benzene",0.97,1.669,150,DCM,300,10/1,10,2023-09-19_18-59-24.xlsx,Silica-CS 4g,642,1564,C1OC2=C(O1)C=C(C=C2)Br,642,1564
2635-13-4,"4-Bromo-1,2-(methylenedioxy)benzene",0.97,1.669,50,DCM,300,20/1,10,2023-09-19_19-03-45.xlsx,Silica-CS 4g,753,1558,C1OC2=C(O1)C=C(C=C2)Br,753,1558
2635-13-4,"4-Bromo-1,2-(methylenedioxy)benzene",0.97,1.669,100,DCM,300,20/1,10,2023-09-19_19-07-41.xlsx,Silica-CS 4g,614,1539,C1OC2=C(O1)C=C(C=C2)Br,614,1539
